name,comm_cost,complexity,type,degree_conn
explored-525,0.9057527832028786,84,explored,0.7777777777777778
explored-526,0.9024729712932545,95,explored,0.7
explored-527,0.9747649543534541,18,explored,1.0
explored-528,0.9614797656356452,10,explored,1.0
explored-529,0.8928098489551004,45,explored,1.0
explored-530,0.9018950040387687,65,explored,0.7142857142857143
explored-531,0.8383927354836198,36,explored,1.0
explored-532,0.9662987691329428,10,explored,1.0
explored-533,0.9392952955873579,37,explored,0.5
explored-534,0.9693418721896716,10,explored,1.0
explored-535,0.8576226783291061,83,explored,0.8888888888888888
explored-536,0.942674978425762,14,explored,1.0
explored-537,0.9350113579014241,59,explored,0.42857142857142855
explored-538,0.9446802843171496,70,explored,0.7142857142857143
explored-539,0.9074899268487279,92,explored,0.8
explored-540,0.9381722348747829,29,explored,1.0
explored-541,0.9116431837432566,54,explored,0.6666666666666666
explored-542,0.8851637371122314,36,explored,0.75
explored-543,0.889182394547791,90,explored,0.7
explored-544,0.9037070238388358,72,explored,0.75
explored-545,0.9092396717213411,89,explored,0.7
explored-546,0.94263523640823,27,explored,1.0
explored-547,0.9609454894901787,28,explored,0.6666666666666666
explored-548,0.8977832320957728,37,explored,0.75
explored-549,0.856979153137116,79,explored,0.8888888888888888
explored-550,0.8844378650916848,87,explored,0.8
explored-551,0.9285084364867212,69,explored,0.875
explored-552,0.937491483853386,6,explored,1.0
explored-553,0.859591452059772,27,explored,1.0
explored-554,0.9242016370291053,62,explored,0.7142857142857143
explored-555,0.8585005967610887,64,explored,0.8571428571428571
explored-556,0.8359988546258187,89,explored,0.9
explored-557,0.9608016395044601,20,explored,1.0
explored-558,0.8754794725720602,78,explored,0.75
explored-559,0.9551573783894264,18,explored,1.0
explored-560,0.8363991461143662,15,explored,1.0
explored-561,0.9045397458656855,80,explored,1.0
explored-562,0.9726953414785544,10,explored,0.0
explored-563,0.8493556713353079,59,explored,0.8333333333333334
explored-564,0.8857418028217865,35,explored,0.75
explored-565,0.9584176213485384,33,explored,0.5
explored-566,0.8596929232370027,42,explored,0.8
explored-567,0.785889475016059,51,explored,0.8333333333333334
explored-568,0.8819680581636632,79,explored,0.6666666666666666
explored-569,0.9150650903955169,35,explored,0.5
explored-570,0.9855679702048417,20,explored,1.0
explored-571,0.9466558261129769,38,explored,0.25
explored-572,0.9663689628262458,10,explored,1.0
explored-573,0.9040213021666859,65,explored,0.7142857142857143
explored-574,0.948719655182275,33,explored,0.75
explored-575,0.9259038129320633,60,explored,0.8333333333333334
explored-576,0.8949828541581505,82,explored,0.7777777777777778
explored-577,0.8738875223212684,27,explored,0.6666666666666666
explored-578,0.9158589804367356,80,explored,0.5555555555555556
explored-579,0.8268360812099741,40,explored,1.0
explored-580,0.7708413763606909,79,explored,0.8888888888888888
explored-581,0.9387737181442046,47,explored,0.8
explored-582,0.9474735904831115,52,explored,1.0
explored-583,0.9048358589933297,79,explored,0.7777777777777778
explored-584,0.94336832224541,30,explored,0.6666666666666666
explored-585,0.9194434771784092,36,explored,0.5
explored-586,0.922010908237574,76,explored,0.625
explored-587,0.972031181646718,10,explored,0.0
explored-588,0.9302088379938734,67,explored,0.8571428571428571
explored-589,0.9455030764303145,42,explored,0.4
explored-590,0.9228914747507473,45,explored,0.4
explored-591,0.910536624334754,70,explored,0.75
explored-592,0.8716146310036826,83,explored,0.8888888888888888
explored-593,0.8031066902847799,10,explored,1.0
explored-594,0.8897549203432158,66,explored,0.8571428571428571
explored-595,0.9317356501577785,46,explored,1.0
explored-596,0.864629388113514,47,explored,1.0
explored-597,0.9625289548984876,20,explored,1.0
explored-598,0.9168207043361231,39,explored,0.5
explored-599,0.8964476954069326,71,explored,0.75
explored-600,0.9671061595943804,26,explored,1.0
explored-601,0.941930431798309,39,explored,0.5
explored-602,0.9499634897509267,39,explored,1.0
explored-603,0.9027172185129673,63,explored,1.0
explored-604,0.9217189265595043,68,explored,0.8571428571428571
explored-605,0.897866737368683,53,explored,0.6666666666666666
explored-606,0.9304446712634286,58,explored,0.6666666666666666
explored-607,0.9107092485949853,56,explored,0.6666666666666666
explored-608,0.9900077213062634,10,explored,1.0
explored-609,0.8845465224287471,56,explored,0.8333333333333334
explored-610,0.9679792887314348,7,explored,1.0
explored-611,0.9016133221065773,50,explored,0.8333333333333334
explored-612,0.9008719413587108,39,explored,0.75
explored-613,0.9391480984789266,19,explored,0.5
explored-614,0.8666140478370381,80,explored,0.8888888888888888
explored-615,0.9627471701160214,20,explored,0.5
explored-616,0.8996757113848303,54,explored,0.5
explored-617,0.9398167974097937,54,explored,0.8333333333333334
explored-618,0.9235143963296291,69,explored,0.75
explored-619,0.9087816701524292,65,explored,0.8571428571428571
explored-620,0.7942726075305446,67,explored,0.875
explored-621,0.8473396269435455,76,explored,0.7777777777777778
explored-622,0.9096089147848045,87,explored,0.7777777777777778
explored-623,0.9287462602193173,82,explored,0.5555555555555556
explored-624,0.8830335251308996,37,explored,1.0
explored-625,0.9150088567924786,10,explored,1.0
explored-626,0.9870554571467502,8,explored,1.0
explored-627,0.8495758958986238,57,explored,1.0
explored-628,0.9241112706690442,82,explored,0.6666666666666666
explored-629,0.9485321118157766,42,explored,0.6
explored-630,0.9312214404742711,49,explored,0.6
explored-631,0.8765980076001878,68,explored,1.0
explored-632,0.8985641776808829,20,explored,1.0
explored-633,0.9581231932852271,39,explored,0.75
explored-634,0.9282596801207046,74,explored,0.875
explored-635,0.9383787852244045,37,explored,1.0
explored-636,0.9004812569075411,63,explored,1.0
explored-637,0.8935724991727172,47,explored,1.0
explored-638,0.9403680290110752,52,explored,1.0
explored-639,0.958941561931581,33,explored,0.5
explored-640,0.8926478889689136,24,explored,1.0
explored-641,0.9618752392631668,18,explored,1.0
explored-642,0.8605736476359177,28,explored,1.0
explored-643,0.9794522414497888,9,explored,1.0
explored-644,0.8842148626494246,79,explored,0.7777777777777778
explored-645,0.9213334753088125,59,explored,0.8333333333333334
explored-646,0.9116109142935005,30,explored,1.0
explored-647,0.904497769039941,40,explored,1.0
explored-648,0.8567073198352999,98,explored,0.6
explored-649,0.9306945032108362,27,explored,0.6666666666666666
explored-650,0.9424955716037607,28,explored,0.6666666666666666
explored-651,0.9007868919471318,28,explored,1.0
explored-652,0.8637473316073943,29,explored,0.6666666666666666
explored-653,0.9038180665775849,55,explored,0.8333333333333334
explored-654,0.9052015992692515,46,explored,0.8
explored-655,0.9334209928691466,54,explored,0.8333333333333334
explored-656,0.9675841395285462,15,explored,1.0
explored-657,0.9032992903751863,60,explored,0.8333333333333334
explored-658,0.8542909150621373,52,explored,0.6666666666666666
explored-659,0.9393035306051385,68,explored,0.75
explored-660,0.9369257085898801,80,explored,0.6666666666666666
explored-661,0.9011251979255314,50,explored,0.5
explored-662,0.8728696274803694,38,explored,0.75
explored-663,0.9218007367040614,74,explored,1.0
explored-664,0.7120993292170845,66,explored,0.8571428571428571
explored-665,0.8865482135415297,64,explored,0.8571428571428571
explored-666,0.8468895869382456,59,explored,0.875
explored-667,0.8850103788847147,80,explored,0.7777777777777778
explored-668,0.8883073306990052,62,explored,0.7142857142857143
explored-669,0.8778946263067156,87,explored,0.7777777777777778
explored-670,0.9264095836817717,30,explored,0.5
explored-671,0.8955170904619955,50,explored,0.6
explored-672,0.9181813941862995,94,explored,0.7
explored-673,0.940350371152646,30,explored,0.3333333333333333
explored-674,0.9416763350356873,80,explored,0.6666666666666666
explored-675,0.9044268482332394,89,explored,0.6
explored-676,0.8626241464928616,68,explored,0.75
explored-677,0.869441794976609,39,explored,1.0
explored-678,0.963906678172927,10,explored,0.0
explored-679,0.9178556829462947,27,explored,0.6666666666666666
explored-680,0.8964701788877426,42,explored,0.6
explored-681,0.8729932861796876,34,explored,0.75
explored-682,0.8997542303169772,14,explored,0.5
explored-683,0.8165111050551846,36,explored,1.0
explored-684,0.9085633940594946,75,explored,0.8888888888888888
explored-685,0.7935686060771222,8,explored,1.0
explored-686,0.9342169507772702,64,explored,0.5714285714285714
explored-687,0.8430218694645046,48,explored,1.0
explored-688,0.866701168088045,72,explored,0.875
explored-689,0.8826815642458101,18,explored,1.0
explored-690,0.9222767517640797,96,explored,0.8
explored-691,0.9952309578961711,10,explored,1.0
explored-692,0.8845372731460754,43,explored,1.0
explored-693,0.8813246582186492,98,explored,1.0
explored-694,0.9284790629700579,27,explored,0.6666666666666666
explored-695,0.839516109845855,69,explored,0.8571428571428571
explored-696,0.9183541585489363,28,explored,0.6666666666666666
explored-697,0.9593942825148137,38,explored,0.5
explored-698,0.8620503422414266,70,explored,0.7142857142857143
explored-699,0.9287049923735005,80,explored,0.8888888888888888
explored-700,0.8898307116218276,43,explored,0.8
explored-701,0.9552594002253865,68,explored,0.42857142857142855
explored-702,0.906211878086847,98,explored,0.5
explored-703,0.9547735840486896,18,explored,1.0
explored-704,0.9550427610749982,26,explored,0.3333333333333333
explored-705,0.8698842144918405,58,explored,0.5714285714285714
explored-706,0.8684934793776408,75,explored,0.4444444444444444
explored-707,0.9653443630878531,20,explored,0.5
explored-708,0.9319213597712435,83,explored,0.6
explored-709,0.9549436967057442,30,explored,0.3333333333333333
explored-710,0.9261817739767934,46,explored,0.8
explored-711,0.8571126856519962,61,explored,1.0
explored-712,0.9864877140391516,15,explored,1.0
explored-713,0.8987668619702956,19,explored,1.0
explored-714,0.8161956180028445,80,explored,0.6666666666666666
explored-715,0.8546493977142064,59,explored,0.8571428571428571
explored-716,0.8953633373755504,82,explored,0.6
explored-717,0.9112525844406174,59,explored,0.7142857142857143
explored-718,0.9340973025271054,71,explored,0.875
explored-719,0.9148839533088069,25,explored,0.3333333333333333
explored-720,0.9238742502104336,56,explored,1.0
explored-721,0.9007428229804283,86,explored,0.5555555555555556
explored-722,0.9556302453154886,44,explored,0.8
explored-723,0.8969111629010798,70,explored,1.0
explored-724,0.9606659744116224,20,explored,0.5
explored-725,0.8803213674159989,73,explored,1.0
explored-726,0.9735386292410411,8,explored,0.0
explored-727,0.9119197935794202,68,explored,0.7142857142857143
explored-728,0.9216712784876022,66,explored,0.8571428571428571
explored-729,0.9097591539825173,36,explored,0.8
explored-730,0.818815934800742,90,explored,0.8
explored-731,0.9212475965541779,90,explored,0.7
explored-732,0.958239965832361,20,explored,0.0
explored-733,0.9210524846629677,74,explored,0.875
explored-734,0.8920260165124929,64,explored,0.5714285714285714
explored-735,0.9839868056501794,28,explored,1.0
explored-736,0.9456307883801411,75,explored,0.625
explored-737,0.9121384914195583,74,explored,0.875
explored-738,0.9562883226597629,29,explored,1.0
explored-739,0.8284422264613708,18,explored,1.0
explored-740,0.932421801387338,83,explored,0.5555555555555556
explored-741,0.8830657370819518,42,explored,1.0
explored-742,0.8904139554187782,84,explored,0.7777777777777778
explored-743,0.88196606374151,80,explored,0.7777777777777778
explored-744,0.9265959659252829,92,explored,0.8
explored-745,0.8292376345551165,54,explored,0.8333333333333334
explored-746,0.92124790295522,64,explored,1.0
explored-747,0.8613901020662662,94,explored,0.8
explored-748,0.8784686381363471,83,explored,0.6666666666666666
explored-749,0.9122716621474152,89,explored,0.7
explored-750,0.9277738119765498,68,explored,0.625
explored-751,0.943365533331899,27,explored,0.3333333333333333
explored-752,0.9916541763182996,8,explored,1.0
explored-753,0.9787957411697022,28,explored,1.0
explored-754,0.9145082708127741,87,explored,0.8
explored-755,0.9373381932143343,53,explored,1.0
explored-756,0.8881599698212997,54,explored,0.8333333333333334
explored-757,0.9081424499899429,89,explored,1.0
explored-758,0.9979561248126447,10,explored,1.0
explored-759,0.885056352558737,10,explored,1.0
explored-760,0.9873961030113094,6,explored,1.0
explored-761,0.8998732040393029,41,explored,0.6
explored-762,0.9258631137122757,59,explored,0.8571428571428571
explored-763,0.9029386383249307,26,explored,0.6666666666666666
explored-764,0.8703039399208836,90,explored,0.9
explored-765,0.9526404920872832,18,explored,1.0
explored-766,0.9110965819765704,26,explored,0.6666666666666666
explored-767,0.8540872382926918,50,explored,0.8
explored-768,0.8637849752437221,84,explored,0.6
explored-769,0.8897397930852119,63,explored,0.5714285714285714
explored-770,0.85537464090045,76,explored,0.875
explored-771,0.9595880456011264,20,explored,0.5
explored-772,0.9170003342049208,66,explored,0.8571428571428571
explored-773,0.8966580477855856,80,explored,0.8888888888888888
explored-774,0.9011477155322507,62,explored,0.7142857142857143
explored-775,0.860354558558817,55,explored,0.8333333333333334
explored-776,0.9079725263208523,91,explored,1.0
explored-777,0.8994436838489162,52,explored,0.8333333333333334
explored-778,0.9712494890312031,10,explored,0.0
explored-779,0.9082485417604302,91,explored,0.9
explored-780,0.803648302366472,75,explored,0.7777777777777778
explored-781,0.9432567799341202,47,explored,0.8
explored-782,0.891253177804566,79,explored,0.875
explored-783,0.9094800759133403,90,explored,0.9
explored-784,0.934470135270653,55,explored,0.8333333333333334
explored-785,0.931601029587185,49,explored,0.6666666666666666
explored-786,0.8214853457393313,38,explored,0.75
explored-787,0.9264166704516207,77,explored,0.8888888888888888
explored-788,0.8842858413678389,72,explored,0.75
explored-789,0.9374640472278499,96,explored,0.8
explored-790,0.8543729577946453,92,explored,0.7
explored-791,0.9155053739465785,27,explored,0.3333333333333333
explored-792,0.9326875661015189,36,explored,1.0
explored-793,0.9076572486195732,81,explored,0.8888888888888888
explored-794,0.807490802561657,47,explored,0.8
explored-795,0.9166628216339803,77,explored,0.875
explored-796,0.9447562353164005,62,explored,0.42857142857142855
explored-797,0.8943917418979179,35,explored,0.75
explored-798,0.9033496420031092,73,explored,0.875
explored-799,0.9246843519071558,37,explored,0.75
explored-800,0.8248398964436572,18,explored,1.0
explored-801,0.8682637280283417,18,explored,1.0
explored-802,0.9993187082708815,8,explored,1.0
explored-803,0.8640649504794423,90,explored,0.7
explored-804,0.9557725640406805,52,explored,0.5
explored-805,0.9411054267983004,19,explored,0.5
explored-806,0.8421409214092141,28,explored,1.0
explored-807,0.9343301109119126,74,explored,0.625
explored-808,0.9185711778182227,96,explored,0.7
explored-809,0.8714979194468055,94,explored,1.0
explored-810,0.9217514995175492,64,explored,0.5714285714285714
explored-811,0.9547285375599609,38,explored,0.75
explored-812,0.9430760117764478,86,explored,0.6666666666666666
explored-813,0.8912964184772691,47,explored,0.8
explored-814,0.9025421013055568,38,explored,0.75
explored-815,0.9232575333202122,56,explored,0.6666666666666666
explored-816,0.9204242725689389,43,explored,0.8
explored-817,0.9165728538769825,76,explored,0.875
explored-818,0.9277609305482045,78,explored,0.7777777777777778
explored-819,0.9204696254415647,88,explored,0.9
explored-820,0.9318644737724313,51,explored,0.6666666666666666
explored-821,0.9225469233749617,66,explored,0.75
explored-822,0.9374476865279427,46,explored,0.8
explored-823,0.9187843484580097,25,explored,1.0
explored-824,0.9981378026070763,10,explored,1.0
explored-825,0.8659086399743738,27,explored,0.6666666666666666
explored-826,0.9716797785443306,10,explored,0.0
explored-827,0.9155441168837067,64,explored,0.7142857142857143
explored-828,0.9254347650552855,29,explored,0.6666666666666666
explored-829,0.850164932930045,75,explored,0.625
explored-830,0.9255223915940635,59,explored,0.8333333333333334
explored-831,0.8993466612697675,40,explored,0.6
explored-832,0.953883362855975,9,explored,1.0
explored-833,0.868815606926618,66,explored,0.8571428571428571
explored-834,0.9202270135756341,28,explored,0.6666666666666666
explored-835,0.9427235520027454,37,explored,1.0
explored-836,0.8781048146671421,89,explored,0.8
explored-837,0.9952309578961711,10,explored,1.0
explored-838,0.9024583575371184,74,explored,0.5
explored-839,0.9204007302896797,56,explored,0.6666666666666666
explored-840,0.9081822543596125,97,explored,0.6
explored-841,0.8877192107710141,94,explored,0.8
explored-842,0.8958658042549258,49,explored,0.8
explored-843,0.904108189126584,27,explored,1.0
explored-844,0.9105579085353237,38,explored,1.0
explored-845,0.9405080922317604,17,explored,0.5
explored-846,0.9011869116977101,53,explored,1.0
explored-847,0.8658125319795846,82,explored,0.6666666666666666
explored-848,0.8917878544017018,58,explored,0.8333333333333334
explored-849,0.9423480081978121,47,explored,0.4
explored-850,0.9265482067805273,44,explored,0.8
explored-851,0.918525831855505,66,explored,0.42857142857142855
explored-852,0.8895747889655707,95,explored,0.7
explored-853,0.9398873597674524,17,explored,1.0
explored-854,0.9679792887314348,7,explored,1.0
explored-855,0.9204425469833104,81,explored,0.5555555555555556
explored-856,0.9180848142464076,40,explored,0.8
explored-857,0.8817817916102263,65,explored,0.8571428571428571
explored-858,0.8751543096651422,82,explored,0.8888888888888888
explored-859,0.9486078497168313,52,explored,0.6666666666666666
explored-860,0.8855512594736763,63,explored,0.5714285714285714
explored-861,0.917393377844393,10,explored,1.0
explored-862,0.8610826492108403,84,explored,0.9
explored-863,0.9375999227869374,89,explored,0.9
explored-864,0.8970705192976619,78,explored,0.7777777777777778
explored-865,0.928305741018304,28,explored,1.0
explored-866,0.9482829444627012,16,explored,0.5
explored-867,0.9381375439685495,60,explored,0.42857142857142855
explored-868,0.9335448581939929,19,explored,1.0
explored-869,0.9301744106826543,20,explored,0.5
explored-870,0.9710651395045006,10,explored,0.0
explored-871,0.9150429213789345,9,explored,1.0
explored-872,0.8865996032373484,58,explored,0.8333333333333334
explored-873,0.9901042376345551,10,explored,1.0
explored-874,0.8808938042825494,34,explored,0.75
explored-875,0.902414275084608,83,explored,0.5555555555555556
explored-876,0.9339518636425572,27,explored,1.0
explored-877,0.9245814787058485,32,explored,0.75
explored-878,0.9596670532084076,19,explored,0.5
explored-879,0.9071021565980008,26,explored,1.0
explored-880,0.9389132788552087,64,explored,0.5714285714285714
explored-881,0.8547768586784403,80,explored,0.6666666666666666
explored-882,0.9103255573664348,96,explored,0.9
explored-883,0.9097210056298488,55,explored,1.0
explored-884,0.8701798610164873,47,explored,1.0
explored-885,0.9390837394606195,82,explored,0.6666666666666666
explored-886,0.877409869111836,76,explored,0.75
explored-887,0.8696562986452617,37,explored,0.75
explored-888,0.934963382371919,62,explored,1.0
explored-889,0.8814500753746564,82,explored,0.5555555555555556
explored-890,0.9005314075487123,6,explored,1.0
explored-891,0.9096921294520443,77,explored,0.875
explored-892,0.8855646669722157,29,explored,1.0
explored-893,0.9986374165417632,8,explored,1.0
explored-894,0.9605284346393489,20,explored,0.5
explored-895,0.8760758731888995,35,explored,0.75
explored-896,0.9526827086377995,23,explored,0.3333333333333333
explored-897,0.8872935511042219,84,explored,0.8888888888888888
explored-898,0.9350728982150156,18,explored,1.0
explored-899,0.906579196378556,50,explored,1.0
explored-900,0.9683710314756779,10,explored,1.0
explored-901,0.8468504856636755,36,explored,1.0
explored-902,0.8554208395330699,91,explored,0.8
explored-903,0.8929244971120367,52,explored,0.8333333333333334
explored-904,0.8704885574159718,78,explored,0.7777777777777778
explored-905,0.9367887443749573,84,explored,0.6666666666666666
explored-906,0.8978810809421647,92,explored,0.8
explored-907,0.9150088567924786,10,explored,1.0
explored-908,0.902809305298064,52,explored,0.6666666666666666
explored-909,0.9207523253562439,27,explored,0.3333333333333333
explored-910,0.8937243757990525,85,explored,0.7777777777777778
explored-911,0.9709429077530999,10,explored,1.0
explored-912,0.9250525663324329,14,explored,0.5
explored-913,0.89080327880609,24,explored,1.0
explored-914,0.8910150602657648,41,explored,0.6
explored-915,0.9218928009584093,65,explored,0.5714285714285714
explored-916,0.9141525982836107,73,explored,0.75
explored-917,0.9264845098254928,48,explored,0.6
explored-918,0.9165772878815193,79,explored,0.8888888888888888
explored-919,0.8935639830261032,65,explored,1.0
explored-920,0.8824427336452135,72,explored,1.0
explored-921,0.9141226098015169,35,explored,0.75
explored-922,0.8761180337739599,61,explored,0.5714285714285714
explored-923,0.894249104768249,46,explored,0.8
explored-924,0.9547735840486896,20,explored,1.0
explored-925,0.9546174546941,18,explored,1.0
explored-926,0.8581570118223614,83,explored,0.7777777777777778
explored-927,0.8680983639550345,59,explored,0.5714285714285714
explored-928,0.7720099809238316,57,explored,1.0
explored-929,0.932119011932338,20,explored,0.5
explored-930,0.9207000631091286,37,explored,0.75
explored-931,0.9155607030930645,28,explored,1.0
explored-932,0.9283656531473714,95,explored,0.7
explored-933,0.9019450878866331,9,explored,1.0
explored-934,0.8386679414010233,67,explored,0.8571428571428571
explored-935,0.8063024531548854,60,explored,0.7142857142857143
explored-936,0.8824131171749255,83,explored,0.6666666666666666
explored-937,0.8329094184796596,68,explored,0.875
explored-938,0.8729104065518749,38,explored,0.75
explored-939,0.9004225979457887,74,explored,0.625
explored-940,0.9056411021573707,90,explored,0.7
explored-941,0.9057781352385923,97,explored,0.8
explored-942,0.949775663546974,34,explored,0.75
explored-943,0.9445674984231256,75,explored,0.5
explored-944,0.8871703465721724,77,explored,1.0
explored-945,0.9130217559158832,49,explored,0.6
explored-946,0.865657833007075,83,explored,0.7777777777777778
explored-947,0.9145238419662728,19,explored,0.5
explored-948,0.9155650856714389,62,explored,0.8571428571428571
explored-949,0.9444904193042294,50,explored,0.5
explored-950,0.9041806855541696,25,explored,1.0
explored-951,0.821207895089725,56,explored,0.8333333333333334
explored-952,0.9031274067561922,57,explored,0.5
explored-953,0.9654493380988816,20,explored,0.5
explored-954,0.9298280831182739,39,explored,0.75
explored-955,0.9725590831327308,8,explored,0.0
explored-956,0.967560420483162,10,explored,0.0
explored-957,0.9594404323931508,10,explored,1.0
explored-958,0.8994041138372557,70,explored,0.75
explored-959,0.9105798928101013,28,explored,1.0
explored-960,0.9993187082708815,10,explored,1.0
explored-961,0.8371372121542444,18,explored,1.0
explored-962,0.8881510981183961,57,explored,1.0
explored-963,0.9246645235858415,36,explored,0.75
explored-964,0.897257765217422,66,explored,0.7142857142857143
explored-965,0.8917033010377149,39,explored,0.75
explored-966,0.9102625911606054,68,explored,0.625
explored-967,0.9577599127946587,9,explored,1.0
explored-968,0.9316349552022705,45,explored,0.6
explored-969,0.8653341735931326,28,explored,1.0
explored-970,0.9261542848203156,47,explored,0.6
explored-971,0.8784207874002123,91,explored,0.7
explored-972,0.9226784014123974,91,explored,0.7
explored-973,0.9987736748875868,10,explored,1.0
explored-974,0.882518069544098,79,explored,0.8888888888888888
explored-975,0.9168436482377504,61,explored,0.7142857142857143
explored-976,0.9109725383292698,44,explored,0.6
explored-977,0.5877941720358943,25,explored,1.0
explored-978,0.8844427033655812,58,explored,0.8333333333333334
explored-979,0.8782549916662193,82,explored,1.0
explored-980,0.9313337421083708,33,explored,1.0
explored-981,0.7969791836432989,77,explored,0.8888888888888888
explored-982,0.9369295533537937,58,explored,0.8333333333333334
explored-983,0.9587710116562821,16,explored,0.5
explored-984,0.9793114411591043,10,explored,1.0
explored-985,0.7775166159482824,36,explored,0.75
explored-986,0.9265787943264439,50,explored,0.8333333333333334
explored-987,0.8484390849495087,38,explored,0.5
explored-988,0.882229451484459,59,explored,0.8333333333333334
explored-989,0.8822949311895354,60,explored,1.0
explored-990,0.8965819702091674,26,explored,1.0
explored-991,0.8752851332051496,43,explored,0.8
explored-992,0.9083411398010628,33,explored,1.0
explored-993,0.9581167798908635,9,explored,1.0
explored-994,0.9897806240632239,10,explored,1.0
explored-995,0.901498289001561,76,explored,0.75
explored-996,0.9517118847857297,29,explored,0.0
explored-997,0.8952344556585329,44,explored,1.0
explored-998,0.9216207842124449,58,explored,0.8333333333333334
explored-999,0.9013147500881044,71,explored,0.75
dominating-0,0.05021120043602667,100,dominant,0.7857142857142857
dominating-1,0.07991551982558931,64,dominant,0.9
dominating-2,0.28225916337375656,20,dominant,1.0
dominating-3,0.18790025889085704,28,dominant,1.0
dominating-4,0.1838125085161466,30,dominant,1.0
dominating-5,0.4072761956669846,12,dominant,1.0
dominating-6,0.7015942226461371,6,dominant,1.0
dominating-7,0.06996866058046058,72,dominant,0.8181818181818182
dominating-8,0.2771494754053685,22,dominant,1.0
dominating-9,0.18790025889085704,28,dominant,1.0
dominating-10,0.07071808148249081,66,dominant,0.8
dominating-11,0.11398010628150979,46,dominant,1.0
dominating-12,0.05498024253985556,90,dominant,0.7692307692307693
dominating-13,0.09517645455784163,54,dominant,1.0
dominating-14,0.6041695053822047,10,dominant,1.0
dominating-15,0.12249625289548982,42,dominant,1.0
dominating-16,0.14906663033110779,36,dominant,1.0
dominating-17,0.6092791933505928,8,dominant,1.0
dominating-18,0.7036380978334923,4,dominant,1.0
dominating-19,0.1485556615342689,38,dominant,1.0
dominating-20,0.08086932824635507,62,dominant,0.9
dominating-21,0.06663033110778027,74,dominant,0.8181818181818182
dominating-22,0.06996866058046058,72,dominant,0.8181818181818182
dominating-23,0.06996866058046058,72,dominant,0.8181818181818182
dominating-24,0.0816187491483853,56,dominant,0.8888888888888888
dominating-25,0.2771494754053685,22,dominant,1.0
dominating-26,0.09592587545987186,48,dominant,1.0
dominating-27,0.15315438070581822,34,dominant,1.0
dominating-28,0.09517645455784163,54,dominant,1.0
dominating-29,0.05906799291456599,82,dominant,0.75
dominating-30,0.1485556615342689,38,dominant,1.0
dominating-31,0.05572966344188579,84,dominant,0.75
dominating-32,0.07071808148249081,66,dominant,0.8
dominating-33,0.21855838670118544,24,dominant,1.0
dominating-34,0.05981741381659622,76,dominant,0.7272727272727273
dominating-35,0.28225916337375656,20,dominant,1.0
dominating-36,0.050006812917291144,108,dominant,0.8
dominating-37,0.3078076032156969,18,dominant,1.0
dominating-38,0.31291729118408496,16,dominant,1.0
dominating-39,0.1838125085161466,30,dominant,1.0
dominating-40,0.12658400327020036,40,dominant,1.0
dominating-41,0.053345142389971345,92,dominant,0.7692307692307693
dominating-42,0.15315438070581822,34,dominant,1.0
dominating-43,0.15724213108052876,32,dominant,1.0
dominating-44,0.12249625289548982,42,dominant,1.0
dominating-45,0.08086932824635507,62,dominant,0.9
dominating-46,0.9699911031315374,3,dominant,0.0
English,0.11895353590407409,104,natural,0.8571428571428571
